title,text,label
Viral Rumor 121,Anonymous sources claim an extraordinary event with no evidence provided in story number 121.,FAKE
Viral Rumor 122,Anonymous sources claim an extraordinary event with no evidence provided in story number 122.,FAKE
Viral Rumor 123,Anonymous sources claim an extraordinary event with no evidence provided in story number 123.,FAKE
Viral Rumor 124,Anonymous sources claim an extraordinary event with no evidence provided in story number 124.,FAKE
Viral Rumor 125,Anonymous sources claim an extraordinary event with no evidence provided in story number 125.,FAKE
Viral Rumor 126,Anonymous sources claim an extraordinary event with no evidence provided in story number 126.,FAKE
Viral Rumor 127,Anonymous sources claim an extraordinary event with no evidence provided in story number 127.,FAKE
Viral Rumor 128,Anonymous sources claim an extraordinary event with no evidence provided in story number 128.,FAKE
Viral Rumor 129,Anonymous sources claim an extraordinary event with no evidence provided in story number 129.,FAKE
Viral Rumor 130,Anonymous sources claim an extraordinary event with no evidence provided in story number 130.,FAKE
Viral Rumor 131,Anonymous sources claim an extraordinary event with no evidence provided in story number 131.,FAKE
Viral Rumor 132,Anonymous sources claim an extraordinary event with no evidence provided in story number 132.,FAKE
Viral Rumor 133,Anonymous sources claim an extraordinary event with no evidence provided in story number 133.,FAKE
Viral Rumor 134,Anonymous sources claim an extraordinary event with no evidence provided in story number 134.,FAKE
Viral Rumor 135,Anonymous sources claim an extraordinary event with no evidence provided in story number 135.,FAKE
Viral Rumor 136,Anonymous sources claim an extraordinary event with no evidence provided in story number 136.,FAKE
Viral Rumor 137,Anonymous sources claim an extraordinary event with no evidence provided in story number 137.,FAKE
Viral Rumor 138,Anonymous sources claim an extraordinary event with no evidence provided in story number 138.,FAKE
Viral Rumor 139,Anonymous sources claim an extraordinary event with no evidence provided in story number 139.,FAKE
Viral Rumor 140,Anonymous sources claim an extraordinary event with no evidence provided in story number 140.,FAKE
Viral Rumor 141,Anonymous sources claim an extraordinary event with no evidence provided in story number 141.,FAKE
Viral Rumor 142,Anonymous sources claim an extraordinary event with no evidence provided in story number 142.,FAKE
Viral Rumor 143,Anonymous sources claim an extraordinary event with no evidence provided in story number 143.,FAKE
Viral Rumor 144,Anonymous sources claim an extraordinary event with no evidence provided in story number 144.,FAKE
Viral Rumor 145,Anonymous sources claim an extraordinary event with no evidence provided in story number 145.,FAKE
Viral Rumor 146,Anonymous sources claim an extraordinary event with no evidence provided in story number 146.,FAKE
Viral Rumor 147,Anonymous sources claim an extraordinary event with no evidence provided in story number 147.,FAKE
Viral Rumor 148,Anonymous sources claim an extraordinary event with no evidence provided in story number 148.,FAKE
Viral Rumor 149,Anonymous sources claim an extraordinary event with no evidence provided in story number 149.,FAKE
Viral Rumor 150,Anonymous sources claim an extraordinary event with no evidence provided in story number 150.,FAKE
Viral Rumor 151,Anonymous sources claim an extraordinary event with no evidence provided in story number 151.,FAKE
Viral Rumor 152,Anonymous sources claim an extraordinary event with no evidence provided in story number 152.,FAKE
Viral Rumor 153,Anonymous sources claim an extraordinary event with no evidence provided in story number 153.,FAKE
Viral Rumor 154,Anonymous sources claim an extraordinary event with no evidence provided in story number 154.,FAKE
Viral Rumor 155,Anonymous sources claim an extraordinary event with no evidence provided in story number 155.,FAKE
Viral Rumor 156,Anonymous sources claim an extraordinary event with no evidence provided in story number 156.,FAKE
Viral Rumor 157,Anonymous sources claim an extraordinary event with no evidence provided in story number 157.,FAKE
Viral Rumor 158,Anonymous sources claim an extraordinary event with no evidence provided in story number 158.,FAKE
Viral Rumor 159,Anonymous sources claim an extraordinary event with no evidence provided in story number 159.,FAKE
Viral Rumor 160,Anonymous sources claim an extraordinary event with no evidence provided in story number 160.,FAKE
Viral Rumor 161,Anonymous sources claim an extraordinary event with no evidence provided in story number 161.,FAKE
Viral Rumor 162,Anonymous sources claim an extraordinary event with no evidence provided in story number 162.,FAKE
Viral Rumor 163,Anonymous sources claim an extraordinary event with no evidence provided in story number 163.,FAKE
Viral Rumor 164,Anonymous sources claim an extraordinary event with no evidence provided in story number 164.,FAKE
Viral Rumor 165,Anonymous sources claim an extraordinary event with no evidence provided in story number 165.,FAKE
Viral Rumor 166,Anonymous sources claim an extraordinary event with no evidence provided in story number 166.,FAKE
Viral Rumor 167,Anonymous sources claim an extraordinary event with no evidence provided in story number 167.,FAKE
Viral Rumor 168,Anonymous sources claim an extraordinary event with no evidence provided in story number 168.,FAKE
Viral Rumor 169,Anonymous sources claim an extraordinary event with no evidence provided in story number 169.,FAKE
Viral Rumor 170,Anonymous sources claim an extraordinary event with no evidence provided in story number 170.,FAKE
Viral Rumor 171,Anonymous sources claim an extraordinary event with no evidence provided in story number 171.,FAKE
Viral Rumor 172,Anonymous sources claim an extraordinary event with no evidence provided in story number 172.,FAKE
Viral Rumor 173,Anonymous sources claim an extraordinary event with no evidence provided in story number 173.,FAKE
Viral Rumor 174,Anonymous sources claim an extraordinary event with no evidence provided in story number 174.,FAKE
Viral Rumor 175,Anonymous sources claim an extraordinary event with no evidence provided in story number 175.,FAKE
Viral Rumor 176,Anonymous sources claim an extraordinary event with no evidence provided in story number 176.,FAKE
Viral Rumor 177,Anonymous sources claim an extraordinary event with no evidence provided in story number 177.,FAKE
Viral Rumor 178,Anonymous sources claim an extraordinary event with no evidence provided in story number 178.,FAKE
Viral Rumor 179,Anonymous sources claim an extraordinary event with no evidence provided in story number 179.,FAKE
Viral Rumor 180,Anonymous sources claim an extraordinary event with no evidence provided in story number 180.,FAKE
Viral Rumor 181,Anonymous sources claim an extraordinary event with no evidence provided in story number 181.,FAKE
Viral Rumor 182,Anonymous sources claim an extraordinary event with no evidence provided in story number 182.,FAKE
Viral Rumor 183,Anonymous sources claim an extraordinary event with no evidence provided in story number 183.,FAKE
Viral Rumor 184,Anonymous sources claim an extraordinary event with no evidence provided in story number 184.,FAKE
Viral Rumor 185,Anonymous sources claim an extraordinary event with no evidence provided in story number 185.,FAKE
Viral Rumor 186,Anonymous sources claim an extraordinary event with no evidence provided in story number 186.,FAKE
Viral Rumor 187,Anonymous sources claim an extraordinary event with no evidence provided in story number 187.,FAKE
Viral Rumor 188,Anonymous sources claim an extraordinary event with no evidence provided in story number 188.,FAKE
Viral Rumor 189,Anonymous sources claim an extraordinary event with no evidence provided in story number 189.,FAKE
Viral Rumor 190,Anonymous sources claim an extraordinary event with no evidence provided in story number 190.,FAKE
Viral Rumor 191,Anonymous sources claim an extraordinary event with no evidence provided in story number 191.,FAKE
Viral Rumor 192,Anonymous sources claim an extraordinary event with no evidence provided in story number 192.,FAKE
Viral Rumor 193,Anonymous sources claim an extraordinary event with no evidence provided in story number 193.,FAKE
Viral Rumor 194,Anonymous sources claim an extraordinary event with no evidence provided in story number 194.,FAKE
Viral Rumor 195,Anonymous sources claim an extraordinary event with no evidence provided in story number 195.,FAKE
Viral Rumor 196,Anonymous sources claim an extraordinary event with no evidence provided in story number 196.,FAKE
Viral Rumor 197,Anonymous sources claim an extraordinary event with no evidence provided in story number 197.,FAKE
Viral Rumor 198,Anonymous sources claim an extraordinary event with no evidence provided in story number 198.,FAKE
Viral Rumor 199,Anonymous sources claim an extraordinary event with no evidence provided in story number 199.,FAKE
Viral Rumor 200,Anonymous sources claim an extraordinary event with no evidence provided in story number 200.,FAKE
Viral Rumor 201,Anonymous sources claim an extraordinary event with no evidence provided in story number 201.,FAKE
Viral Rumor 202,Anonymous sources claim an extraordinary event with no evidence provided in story number 202.,FAKE
Viral Rumor 203,Anonymous sources claim an extraordinary event with no evidence provided in story number 203.,FAKE
Viral Rumor 204,Anonymous sources claim an extraordinary event with no evidence provided in story number 204.,FAKE
Viral Rumor 205,Anonymous sources claim an extraordinary event with no evidence provided in story number 205.,FAKE
Viral Rumor 206,Anonymous sources claim an extraordinary event with no evidence provided in story number 206.,FAKE
Viral Rumor 207,Anonymous sources claim an extraordinary event with no evidence provided in story number 207.,FAKE
Viral Rumor 208,Anonymous sources claim an extraordinary event with no evidence provided in story number 208.,FAKE
Viral Rumor 209,Anonymous sources claim an extraordinary event with no evidence provided in story number 209.,FAKE
Viral Rumor 210,Anonymous sources claim an extraordinary event with no evidence provided in story number 210.,FAKE
Viral Rumor 211,Anonymous sources claim an extraordinary event with no evidence provided in story number 211.,FAKE
Viral Rumor 212,Anonymous sources claim an extraordinary event with no evidence provided in story number 212.,FAKE
Viral Rumor 213,Anonymous sources claim an extraordinary event with no evidence provided in story number 213.,FAKE
Viral Rumor 214,Anonymous sources claim an extraordinary event with no evidence provided in story number 214.,FAKE
Viral Rumor 215,Anonymous sources claim an extraordinary event with no evidence provided in story number 215.,FAKE
Viral Rumor 216,Anonymous sources claim an extraordinary event with no evidence provided in story number 216.,FAKE
Viral Rumor 217,Anonymous sources claim an extraordinary event with no evidence provided in story number 217.,FAKE
Viral Rumor 218,Anonymous sources claim an extraordinary event with no evidence provided in story number 218.,FAKE
Viral Rumor 219,Anonymous sources claim an extraordinary event with no evidence provided in story number 219.,FAKE
Viral Rumor 220,Anonymous sources claim an extraordinary event with no evidence provided in story number 220.,FAKE
Viral Rumor 221,Anonymous sources claim an extraordinary event with no evidence provided in story number 221.,FAKE
Viral Rumor 222,Anonymous sources claim an extraordinary event with no evidence provided in story number 222.,FAKE
Viral Rumor 223,Anonymous sources claim an extraordinary event with no evidence provided in story number 223.,FAKE
Viral Rumor 224,Anonymous sources claim an extraordinary event with no evidence provided in story number 224.,FAKE
Viral Rumor 225,Anonymous sources claim an extraordinary event with no evidence provided in story number 225.,FAKE
Viral Rumor 226,Anonymous sources claim an extraordinary event with no evidence provided in story number 226.,FAKE
Viral Rumor 227,Anonymous sources claim an extraordinary event with no evidence provided in story number 227.,FAKE
Viral Rumor 228,Anonymous sources claim an extraordinary event with no evidence provided in story number 228.,FAKE
Viral Rumor 229,Anonymous sources claim an extraordinary event with no evidence provided in story number 229.,FAKE
Viral Rumor 230,Anonymous sources claim an extraordinary event with no evidence provided in story number 230.,FAKE
Viral Rumor 231,Anonymous sources claim an extraordinary event with no evidence provided in story number 231.,FAKE
Viral Rumor 232,Anonymous sources claim an extraordinary event with no evidence provided in story number 232.,FAKE
Viral Rumor 233,Anonymous sources claim an extraordinary event with no evidence provided in story number 233.,FAKE
Viral Rumor 234,Anonymous sources claim an extraordinary event with no evidence provided in story number 234.,FAKE
Viral Rumor 235,Anonymous sources claim an extraordinary event with no evidence provided in story number 235.,FAKE
Viral Rumor 236,Anonymous sources claim an extraordinary event with no evidence provided in story number 236.,FAKE
Viral Rumor 237,Anonymous sources claim an extraordinary event with no evidence provided in story number 237.,FAKE
Viral Rumor 238,Anonymous sources claim an extraordinary event with no evidence provided in story number 238.,FAKE
Viral Rumor 239,Anonymous sources claim an extraordinary event with no evidence provided in story number 239.,FAKE
Viral Rumor 240,Anonymous sources claim an extraordinary event with no evidence provided in story number 240.,FAKE
Viral Rumor 241,Anonymous sources claim an extraordinary event with no evidence provided in story number 241.,FAKE
Viral Rumor 242,Anonymous sources claim an extraordinary event with no evidence provided in story number 242.,FAKE
Viral Rumor 243,Anonymous sources claim an extraordinary event with no evidence provided in story number 243.,FAKE
Viral Rumor 244,Anonymous sources claim an extraordinary event with no evidence provided in story number 244.,FAKE
Viral Rumor 245,Anonymous sources claim an extraordinary event with no evidence provided in story number 245.,FAKE
Viral Rumor 246,Anonymous sources claim an extraordinary event with no evidence provided in story number 246.,FAKE
Viral Rumor 247,Anonymous sources claim an extraordinary event with no evidence provided in story number 247.,FAKE
Viral Rumor 248,Anonymous sources claim an extraordinary event with no evidence provided in story number 248.,FAKE
Viral Rumor 249,Anonymous sources claim an extraordinary event with no evidence provided in story number 249.,FAKE
Viral Rumor 250,Anonymous sources claim an extraordinary event with no evidence provided in story number 250.,FAKE
Viral Rumor 251,Anonymous sources claim an extraordinary event with no evidence provided in story number 251.,FAKE
Viral Rumor 252,Anonymous sources claim an extraordinary event with no evidence provided in story number 252.,FAKE
Viral Rumor 253,Anonymous sources claim an extraordinary event with no evidence provided in story number 253.,FAKE
Viral Rumor 254,Anonymous sources claim an extraordinary event with no evidence provided in story number 254.,FAKE
Viral Rumor 255,Anonymous sources claim an extraordinary event with no evidence provided in story number 255.,FAKE
Viral Rumor 256,Anonymous sources claim an extraordinary event with no evidence provided in story number 256.,FAKE
Viral Rumor 257,Anonymous sources claim an extraordinary event with no evidence provided in story number 257.,FAKE
Viral Rumor 258,Anonymous sources claim an extraordinary event with no evidence provided in story number 258.,FAKE
Viral Rumor 259,Anonymous sources claim an extraordinary event with no evidence provided in story number 259.,FAKE
Viral Rumor 260,Anonymous sources claim an extraordinary event with no evidence provided in story number 260.,FAKE
Viral Rumor 261,Anonymous sources claim an extraordinary event with no evidence provided in story number 261.,FAKE
Viral Rumor 262,Anonymous sources claim an extraordinary event with no evidence provided in story number 262.,FAKE
Viral Rumor 263,Anonymous sources claim an extraordinary event with no evidence provided in story number 263.,FAKE
Viral Rumor 264,Anonymous sources claim an extraordinary event with no evidence provided in story number 264.,FAKE
Viral Rumor 265,Anonymous sources claim an extraordinary event with no evidence provided in story number 265.,FAKE
Viral Rumor 266,Anonymous sources claim an extraordinary event with no evidence provided in story number 266.,FAKE
Viral Rumor 267,Anonymous sources claim an extraordinary event with no evidence provided in story number 267.,FAKE
Viral Rumor 268,Anonymous sources claim an extraordinary event with no evidence provided in story number 268.,FAKE
Viral Rumor 269,Anonymous sources claim an extraordinary event with no evidence provided in story number 269.,FAKE
Viral Rumor 270,Anonymous sources claim an extraordinary event with no evidence provided in story number 270.,FAKE
Viral Rumor 271,Anonymous sources claim an extraordinary event with no evidence provided in story number 271.,FAKE
Viral Rumor 272,Anonymous sources claim an extraordinary event with no evidence provided in story number 272.,FAKE
Viral Rumor 273,Anonymous sources claim an extraordinary event with no evidence provided in story number 273.,FAKE
Viral Rumor 274,Anonymous sources claim an extraordinary event with no evidence provided in story number 274.,FAKE
Viral Rumor 275,Anonymous sources claim an extraordinary event with no evidence provided in story number 275.,FAKE
Viral Rumor 276,Anonymous sources claim an extraordinary event with no evidence provided in story number 276.,FAKE
Viral Rumor 277,Anonymous sources claim an extraordinary event with no evidence provided in story number 277.,FAKE
Viral Rumor 278,Anonymous sources claim an extraordinary event with no evidence provided in story number 278.,FAKE
Viral Rumor 279,Anonymous sources claim an extraordinary event with no evidence provided in story number 279.,FAKE
Viral Rumor 280,Anonymous sources claim an extraordinary event with no evidence provided in story number 280.,FAKE
Viral Rumor 281,Anonymous sources claim an extraordinary event with no evidence provided in story number 281.,FAKE
Viral Rumor 282,Anonymous sources claim an extraordinary event with no evidence provided in story number 282.,FAKE
Viral Rumor 283,Anonymous sources claim an extraordinary event with no evidence provided in story number 283.,FAKE
Viral Rumor 284,Anonymous sources claim an extraordinary event with no evidence provided in story number 284.,FAKE
Viral Rumor 285,Anonymous sources claim an extraordinary event with no evidence provided in story number 285.,FAKE
Viral Rumor 286,Anonymous sources claim an extraordinary event with no evidence provided in story number 286.,FAKE
Viral Rumor 287,Anonymous sources claim an extraordinary event with no evidence provided in story number 287.,FAKE
Viral Rumor 288,Anonymous sources claim an extraordinary event with no evidence provided in story number 288.,FAKE
Viral Rumor 289,Anonymous sources claim an extraordinary event with no evidence provided in story number 289.,FAKE
Viral Rumor 290,Anonymous sources claim an extraordinary event with no evidence provided in story number 290.,FAKE
Viral Rumor 291,Anonymous sources claim an extraordinary event with no evidence provided in story number 291.,FAKE
Viral Rumor 292,Anonymous sources claim an extraordinary event with no evidence provided in story number 292.,FAKE
Viral Rumor 293,Anonymous sources claim an extraordinary event with no evidence provided in story number 293.,FAKE
Viral Rumor 294,Anonymous sources claim an extraordinary event with no evidence provided in story number 294.,FAKE
Viral Rumor 295,Anonymous sources claim an extraordinary event with no evidence provided in story number 295.,FAKE
Viral Rumor 296,Anonymous sources claim an extraordinary event with no evidence provided in story number 296.,FAKE
Viral Rumor 297,Anonymous sources claim an extraordinary event with no evidence provided in story number 297.,FAKE
Viral Rumor 298,Anonymous sources claim an extraordinary event with no evidence provided in story number 298.,FAKE
Viral Rumor 299,Anonymous sources claim an extraordinary event with no evidence provided in story number 299.,FAKE
Viral Rumor 300,Anonymous sources claim an extraordinary event with no evidence provided in story number 300.,FAKE
Viral Rumor 301,Anonymous sources claim an extraordinary event with no evidence provided in story number 301.,FAKE
Viral Rumor 302,Anonymous sources claim an extraordinary event with no evidence provided in story number 302.,FAKE
Viral Rumor 303,Anonymous sources claim an extraordinary event with no evidence provided in story number 303.,FAKE
Viral Rumor 304,Anonymous sources claim an extraordinary event with no evidence provided in story number 304.,FAKE
Viral Rumor 305,Anonymous sources claim an extraordinary event with no evidence provided in story number 305.,FAKE
Viral Rumor 306,Anonymous sources claim an extraordinary event with no evidence provided in story number 306.,FAKE
Viral Rumor 307,Anonymous sources claim an extraordinary event with no evidence provided in story number 307.,FAKE
Viral Rumor 308,Anonymous sources claim an extraordinary event with no evidence provided in story number 308.,FAKE
Viral Rumor 309,Anonymous sources claim an extraordinary event with no evidence provided in story number 309.,FAKE
Viral Rumor 310,Anonymous sources claim an extraordinary event with no evidence provided in story number 310.,FAKE
Viral Rumor 311,Anonymous sources claim an extraordinary event with no evidence provided in story number 311.,FAKE
Viral Rumor 312,Anonymous sources claim an extraordinary event with no evidence provided in story number 312.,FAKE
Viral Rumor 313,Anonymous sources claim an extraordinary event with no evidence provided in story number 313.,FAKE
Viral Rumor 314,Anonymous sources claim an extraordinary event with no evidence provided in story number 314.,FAKE
Viral Rumor 315,Anonymous sources claim an extraordinary event with no evidence provided in story number 315.,FAKE
Viral Rumor 316,Anonymous sources claim an extraordinary event with no evidence provided in story number 316.,FAKE
Viral Rumor 317,Anonymous sources claim an extraordinary event with no evidence provided in story number 317.,FAKE
Viral Rumor 318,Anonymous sources claim an extraordinary event with no evidence provided in story number 318.,FAKE
Viral Rumor 319,Anonymous sources claim an extraordinary event with no evidence provided in story number 319.,FAKE
Viral Rumor 320,Anonymous sources claim an extraordinary event with no evidence provided in story number 320.,FAKE
Viral Rumor 321,Anonymous sources claim an extraordinary event with no evidence provided in story number 321.,FAKE
Viral Rumor 322,Anonymous sources claim an extraordinary event with no evidence provided in story number 322.,FAKE
Viral Rumor 323,Anonymous sources claim an extraordinary event with no evidence provided in story number 323.,FAKE
Viral Rumor 324,Anonymous sources claim an extraordinary event with no evidence provided in story number 324.,FAKE
Viral Rumor 325,Anonymous sources claim an extraordinary event with no evidence provided in story number 325.,FAKE
Viral Rumor 326,Anonymous sources claim an extraordinary event with no evidence provided in story number 326.,FAKE
Viral Rumor 327,Anonymous sources claim an extraordinary event with no evidence provided in story number 327.,FAKE
Viral Rumor 328,Anonymous sources claim an extraordinary event with no evidence provided in story number 328.,FAKE
Viral Rumor 329,Anonymous sources claim an extraordinary event with no evidence provided in story number 329.,FAKE
Viral Rumor 330,Anonymous sources claim an extraordinary event with no evidence provided in story number 330.,FAKE
Viral Rumor 331,Anonymous sources claim an extraordinary event with no evidence provided in story number 331.,FAKE
Viral Rumor 332,Anonymous sources claim an extraordinary event with no evidence provided in story number 332.,FAKE
Viral Rumor 333,Anonymous sources claim an extraordinary event with no evidence provided in story number 333.,FAKE
Viral Rumor 334,Anonymous sources claim an extraordinary event with no evidence provided in story number 334.,FAKE
Viral Rumor 335,Anonymous sources claim an extraordinary event with no evidence provided in story number 335.,FAKE
Viral Rumor 336,Anonymous sources claim an extraordinary event with no evidence provided in story number 336.,FAKE
Viral Rumor 337,Anonymous sources claim an extraordinary event with no evidence provided in story number 337.,FAKE
Viral Rumor 338,Anonymous sources claim an extraordinary event with no evidence provided in story number 338.,FAKE
Viral Rumor 339,Anonymous sources claim an extraordinary event with no evidence provided in story number 339.,FAKE
Viral Rumor 340,Anonymous sources claim an extraordinary event with no evidence provided in story number 340.,FAKE
Viral Rumor 341,Anonymous sources claim an extraordinary event with no evidence provided in story number 341.,FAKE
Viral Rumor 342,Anonymous sources claim an extraordinary event with no evidence provided in story number 342.,FAKE
Viral Rumor 343,Anonymous sources claim an extraordinary event with no evidence provided in story number 343.,FAKE
Viral Rumor 344,Anonymous sources claim an extraordinary event with no evidence provided in story number 344.,FAKE
Viral Rumor 345,Anonymous sources claim an extraordinary event with no evidence provided in story number 345.,FAKE
Viral Rumor 346,Anonymous sources claim an extraordinary event with no evidence provided in story number 346.,FAKE
Viral Rumor 347,Anonymous sources claim an extraordinary event with no evidence provided in story number 347.,FAKE
Viral Rumor 348,Anonymous sources claim an extraordinary event with no evidence provided in story number 348.,FAKE
Viral Rumor 349,Anonymous sources claim an extraordinary event with no evidence provided in story number 349.,FAKE
Viral Rumor 350,Anonymous sources claim an extraordinary event with no evidence provided in story number 350.,FAKE
Viral Rumor 351,Anonymous sources claim an extraordinary event with no evidence provided in story number 351.,FAKE
Viral Rumor 352,Anonymous sources claim an extraordinary event with no evidence provided in story number 352.,FAKE
Viral Rumor 353,Anonymous sources claim an extraordinary event with no evidence provided in story number 353.,FAKE
Viral Rumor 354,Anonymous sources claim an extraordinary event with no evidence provided in story number 354.,FAKE
Viral Rumor 355,Anonymous sources claim an extraordinary event with no evidence provided in story number 355.,FAKE
Viral Rumor 356,Anonymous sources claim an extraordinary event with no evidence provided in story number 356.,FAKE
Viral Rumor 357,Anonymous sources claim an extraordinary event with no evidence provided in story number 357.,FAKE
Viral Rumor 358,Anonymous sources claim an extraordinary event with no evidence provided in story number 358.,FAKE
Viral Rumor 359,Anonymous sources claim an extraordinary event with no evidence provided in story number 359.,FAKE
Viral Rumor 360,Anonymous sources claim an extraordinary event with no evidence provided in story number 360.,FAKE
Viral Rumor 361,Anonymous sources claim an extraordinary event with no evidence provided in story number 361.,FAKE
Viral Rumor 362,Anonymous sources claim an extraordinary event with no evidence provided in story number 362.,FAKE
Viral Rumor 363,Anonymous sources claim an extraordinary event with no evidence provided in story number 363.,FAKE
Viral Rumor 364,Anonymous sources claim an extraordinary event with no evidence provided in story number 364.,FAKE
Viral Rumor 365,Anonymous sources claim an extraordinary event with no evidence provided in story number 365.,FAKE
Viral Rumor 366,Anonymous sources claim an extraordinary event with no evidence provided in story number 366.,FAKE
Viral Rumor 367,Anonymous sources claim an extraordinary event with no evidence provided in story number 367.,FAKE
Viral Rumor 368,Anonymous sources claim an extraordinary event with no evidence provided in story number 368.,FAKE
Viral Rumor 369,Anonymous sources claim an extraordinary event with no evidence provided in story number 369.,FAKE
Viral Rumor 370,Anonymous sources claim an extraordinary event with no evidence provided in story number 370.,FAKE
Viral Rumor 371,Anonymous sources claim an extraordinary event with no evidence provided in story number 371.,FAKE
Viral Rumor 372,Anonymous sources claim an extraordinary event with no evidence provided in story number 372.,FAKE
Viral Rumor 373,Anonymous sources claim an extraordinary event with no evidence provided in story number 373.,FAKE
Viral Rumor 374,Anonymous sources claim an extraordinary event with no evidence provided in story number 374.,FAKE
Viral Rumor 375,Anonymous sources claim an extraordinary event with no evidence provided in story number 375.,FAKE
Viral Rumor 376,Anonymous sources claim an extraordinary event with no evidence provided in story number 376.,FAKE
Viral Rumor 377,Anonymous sources claim an extraordinary event with no evidence provided in story number 377.,FAKE
Viral Rumor 378,Anonymous sources claim an extraordinary event with no evidence provided in story number 378.,FAKE
Viral Rumor 379,Anonymous sources claim an extraordinary event with no evidence provided in story number 379.,FAKE
Viral Rumor 380,Anonymous sources claim an extraordinary event with no evidence provided in story number 380.,FAKE
Viral Rumor 381,Anonymous sources claim an extraordinary event with no evidence provided in story number 381.,FAKE
Viral Rumor 382,Anonymous sources claim an extraordinary event with no evidence provided in story number 382.,FAKE
Viral Rumor 383,Anonymous sources claim an extraordinary event with no evidence provided in story number 383.,FAKE
Viral Rumor 384,Anonymous sources claim an extraordinary event with no evidence provided in story number 384.,FAKE
Viral Rumor 385,Anonymous sources claim an extraordinary event with no evidence provided in story number 385.,FAKE
Viral Rumor 386,Anonymous sources claim an extraordinary event with no evidence provided in story number 386.,FAKE
Viral Rumor 387,Anonymous sources claim an extraordinary event with no evidence provided in story number 387.,FAKE
Viral Rumor 388,Anonymous sources claim an extraordinary event with no evidence provided in story number 388.,FAKE
Viral Rumor 389,Anonymous sources claim an extraordinary event with no evidence provided in story number 389.,FAKE
Viral Rumor 390,Anonymous sources claim an extraordinary event with no evidence provided in story number 390.,FAKE
Viral Rumor 391,Anonymous sources claim an extraordinary event with no evidence provided in story number 391.,FAKE
Viral Rumor 392,Anonymous sources claim an extraordinary event with no evidence provided in story number 392.,FAKE
Viral Rumor 393,Anonymous sources claim an extraordinary event with no evidence provided in story number 393.,FAKE
Viral Rumor 394,Anonymous sources claim an extraordinary event with no evidence provided in story number 394.,FAKE
Viral Rumor 395,Anonymous sources claim an extraordinary event with no evidence provided in story number 395.,FAKE
Viral Rumor 396,Anonymous sources claim an extraordinary event with no evidence provided in story number 396.,FAKE
Viral Rumor 397,Anonymous sources claim an extraordinary event with no evidence provided in story number 397.,FAKE
Viral Rumor 398,Anonymous sources claim an extraordinary event with no evidence provided in story number 398.,FAKE
Viral Rumor 399,Anonymous sources claim an extraordinary event with no evidence provided in story number 399.,FAKE
Viral Rumor 400,Anonymous sources claim an extraordinary event with no evidence provided in story number 400.,FAKE
Viral Rumor 401,Anonymous sources claim an extraordinary event with no evidence provided in story number 401.,FAKE
Viral Rumor 402,Anonymous sources claim an extraordinary event with no evidence provided in story number 402.,FAKE
Viral Rumor 403,Anonymous sources claim an extraordinary event with no evidence provided in story number 403.,FAKE
Viral Rumor 404,Anonymous sources claim an extraordinary event with no evidence provided in story number 404.,FAKE
Viral Rumor 405,Anonymous sources claim an extraordinary event with no evidence provided in story number 405.,FAKE
Viral Rumor 406,Anonymous sources claim an extraordinary event with no evidence provided in story number 406.,FAKE
Viral Rumor 407,Anonymous sources claim an extraordinary event with no evidence provided in story number 407.,FAKE
Viral Rumor 408,Anonymous sources claim an extraordinary event with no evidence provided in story number 408.,FAKE
Viral Rumor 409,Anonymous sources claim an extraordinary event with no evidence provided in story number 409.,FAKE
Viral Rumor 410,Anonymous sources claim an extraordinary event with no evidence provided in story number 410.,FAKE
Viral Rumor 411,Anonymous sources claim an extraordinary event with no evidence provided in story number 411.,FAKE
Viral Rumor 412,Anonymous sources claim an extraordinary event with no evidence provided in story number 412.,FAKE
Viral Rumor 413,Anonymous sources claim an extraordinary event with no evidence provided in story number 413.,FAKE
Viral Rumor 414,Anonymous sources claim an extraordinary event with no evidence provided in story number 414.,FAKE
Viral Rumor 415,Anonymous sources claim an extraordinary event with no evidence provided in story number 415.,FAKE
Viral Rumor 416,Anonymous sources claim an extraordinary event with no evidence provided in story number 416.,FAKE
Viral Rumor 417,Anonymous sources claim an extraordinary event with no evidence provided in story number 417.,FAKE
Viral Rumor 418,Anonymous sources claim an extraordinary event with no evidence provided in story number 418.,FAKE
Viral Rumor 419,Anonymous sources claim an extraordinary event with no evidence provided in story number 419.,FAKE
Viral Rumor 420,Anonymous sources claim an extraordinary event with no evidence provided in story number 420.,FAKE
Viral Rumor 421,Anonymous sources claim an extraordinary event with no evidence provided in story number 421.,FAKE
Viral Rumor 422,Anonymous sources claim an extraordinary event with no evidence provided in story number 422.,FAKE
Viral Rumor 423,Anonymous sources claim an extraordinary event with no evidence provided in story number 423.,FAKE
Viral Rumor 424,Anonymous sources claim an extraordinary event with no evidence provided in story number 424.,FAKE
Viral Rumor 425,Anonymous sources claim an extraordinary event with no evidence provided in story number 425.,FAKE
Viral Rumor 426,Anonymous sources claim an extraordinary event with no evidence provided in story number 426.,FAKE
Viral Rumor 427,Anonymous sources claim an extraordinary event with no evidence provided in story number 427.,FAKE
Viral Rumor 428,Anonymous sources claim an extraordinary event with no evidence provided in story number 428.,FAKE
Viral Rumor 429,Anonymous sources claim an extraordinary event with no evidence provided in story number 429.,FAKE
Viral Rumor 430,Anonymous sources claim an extraordinary event with no evidence provided in story number 430.,FAKE
